TransactionID,ProductName,BrandType,Color,City,SaleDate,UnitsSold,UnitPrice,SupplierName,StockAvailable,BrandName,MachineType
5148,Crema Café,App Connectivity,Blue,delhi,21-12-2024,-4,11298.96,BeanWorld India,350,Crema,Commercial Espresso Machines
5149,Airpot XL,Auto-Brew,Silver,Mumbai,13-01-2023,5,25440.54,BeanWorld India,477,Airpot,Commercial Coffee Makers
5150,QuickPot,Auto-Brew,Red,Delhi,04-01-2023,15,45234.74,BrewSupply Pvt Ltd,65,QuickPot,Commercial Coffee Makers
5151,AutoDrip,Auto-Brew,Black,Mumbai,26-12-2025,-5,32146.89,,119,AutoDrip,At Home Coffee Makers
5152,Travel Brew 100,Auto-Brew,Black,DELHI,03-07-2024,-3,13335.05,Aroma Imports,127,Travel Brew,Commercial Espresso Machines
5153,Cafe S-200 Semi-Automatic,App Connectivity,Silver,Bangalore,28-04-2023,1,13852.76,BeanWorld India,110,Cafe,At Home Coffee Makers
5154,Barista Lite,App Connectivity,White,Pune,08-09-2024,17,39961.37,Contoso Distributors,28,Barista,At Home Espresso Machines
5155,Crema Café,App Connectivity,Blue,Bangalore,02-12-2025,5,44394.85,Contoso Distributors,309,Crema,Commercial Coffee Makers
5156,Crema Café,App Connectivity,Silver,Hyderabad,25-09-2024,16,39610.57,Contoso Distributors,280,Crema,Commercial Espresso Machines
5157,QuickPot,Auto-Brew,Silver,Bangalore,15-11-2023,14,47161.56,,430,QuickPot,Commercial Coffee Makers
5158,QuickPot,Auto-Brew,Silver,Mumbai,15-10-2024,-4,43040.42,BeanWorld India,463,QuickPot,At Home Coffee Makers
5159,AutoDrip,Auto-Brew,Silver,Bangalore,14-06-2025,-2,10583.74,Contoso Distributors,47,AutoDrip,At Home Espresso Machines
5160,AutoDrip,Auto-Brew,Silver,Delhi,10-02-2023,12,5271.55,BrewSupply Pvt Ltd,396,AutoDrip,Commercial Coffee Makers
5161,Airpot XL,Auto-Brew,Silver,DELHI,28-12-2024,-2,24377.73,Contoso Distributors,262,Airpot,At Home Espresso Machines
5162,Barista Lite,App Connectivity,White,Bangalore,02-03-2023,2,24610.32,BeanWorld India,40,Barista,At Home Coffee Makers
5163,Travel Brew 100,Auto-Brew,Red,Delhi,16-01-2023,13,46871.77,BeanWorld India,221,Travel Brew,At Home Coffee Makers
5164,Precision Brew 100,Auto-Brew,Red,Pune,12-04-2025,-1,6562.49,BeanWorld India,122,Precision Brew,Commercial Coffee Makers
5165,Airpot XL,Auto-Brew,Black,Mumbai,02-06-2025,-5,33568.34,Aroma Imports,292,Airpot,At Home Coffee Makers
5166,Cafe A-100 Automatic,App Connectivity,White,Delhi,24-11-2023,-3,19458.84,Aroma Imports,279,Cafe,Commercial Coffee Makers
5167,Cafe S-200 Semi-Automatic,App Connectivity,Blue,Bangalore,22-04-2023,13,17482.2,Contoso Distributors,351,Cafe,At Home Coffee Makers
5168,Smart Brew 300,Auto-Brew,White,Mumbai,10-08-2023,-5,23458.95,CoffeeTech Supplies,119,Smart Brew,At Home Espresso Machines
5169,Travel Brew 100,Auto-Brew,Black,Delhi,24-05-2023,12,17348.21,BrewSupply Pvt Ltd,32,Travel Brew,Commercial Espresso Machines
5170,Travel Brew 100,Auto-Brew,Green,DELHI,30-09-2024,15,44944.21,BrewSupply Pvt Ltd,215,Travel Brew,At Home Coffee Makers
5171,Airpot XL,Auto-Brew,Blue,DELHI,20-08-2024,1,27703.29,,371,Airpot,At Home Espresso Machines
5172,Cafe S-200 Semi-Automatic,App Connectivity,Green,DELHI,31-05-2025,-2,36077.36,BrewSupply Pvt Ltd,439,Cafe,Commercial Espresso Machines
5173,Cafe A-100 Automatic,App Connectivity,Silver,Hyderabad,19-05-2023,-4,48461.69,BeanWorld India,93,Cafe,Commercial Coffee Makers
5174,Precision Brew 100,Auto-Brew,Blue,Delhi,29-12-2023,2,26871.43,Aroma Imports,97,Precision Brew,Commercial Coffee Makers
5175,Travel Brew 100,Auto-Brew,Silver,Hyderabad,19-07-2024,1,24838.42,CoffeeTech Supplies,340,Travel Brew,At Home Coffee Makers
5176,Cafe S-200 Semi-Automatic,App Connectivity,Silver,Pune,23-05-2024,5,27167.79,CoffeeTech Supplies,14,Cafe,Commercial Espresso Machines
5177,Cafe A-100 Automatic,App Connectivity,White,Delhi,26-06-2024,3,40573.98,Aroma Imports,12,Cafe,Commercial Espresso Machines
5178,Precision Brew 100,Auto-Brew,Red,delhi,26-04-2025,15,25920.52,BeanWorld India,89,Precision Brew,Commercial Espresso Machines
5179,Precision Brew 100,Auto-Brew,Silver,delhi,01-05-2025,2,6136.09,Aroma Imports,347,Precision Brew,At Home Espresso Machines
5180,AutoDrip,Auto-Brew,White,delhi,24-05-2024,11,47896.39,BrewSupply Pvt Ltd,380,AutoDrip,At Home Coffee Makers
5181,Precision Brew 100,Auto-Brew,Black,Delhi,09-06-2024,1,48252.29,CoffeeTech Supplies,227,Precision Brew,Commercial Espresso Machines
5182,AutoDrip,Auto-Brew,Red,Bangalore,09-02-2025,-1,24310.98,BeanWorld India,433,AutoDrip,At Home Espresso Machines
5183,Cafe S-200 Semi-Automatic,App Connectivity,Green,DELHI,25-01-2025,1,21302.75,BrewSupply Pvt Ltd,267,Cafe,Commercial Espresso Machines
5184,Smart Brew 300,Auto-Brew,Blue,Hyderabad,07-02-2023,4,10825.15,BrewSupply Pvt Ltd,362,Smart Brew,At Home Espresso Machines
5185,QuickPot,Auto-Brew,White,Bangalore,09-02-2025,-4,8028.1,BrewSupply Pvt Ltd,146,QuickPot,At Home Espresso Machines
5186,Precision Brew 100,Auto-Brew,Silver,Pune,02-11-2025,-4,10276.37,Aroma Imports,2,Precision Brew,Commercial Espresso Machines
5187,Barista Lite,App Connectivity,White,Hyderabad,11-09-2024,12,5391.81,Contoso Distributors,398,Barista,At Home Espresso Machines
5188,Precision Brew 100,Auto-Brew,Black,DELHI,08-01-2023,0,27402.88,Contoso Distributors,368,Precision Brew,Commercial Espresso Machines
5189,Barista Lite,App Connectivity,Silver,Hyderabad,05-10-2023,0,47038.97,BeanWorld India,238,Barista,Commercial Coffee Makers
5190,AutoDrip,Auto-Brew,Green,Mumbai,28-06-2023,8,36998.91,BrewSupply Pvt Ltd,445,AutoDrip,At Home Coffee Makers
5191,Cafe A-100 Automatic,App Connectivity,Red,DELHI,24-10-2024,7,38783.67,BrewSupply Pvt Ltd,108,Cafe,Commercial Coffee Makers
5192,Crema Café,App Connectivity,Silver,Bangalore,18-10-2023,8,44715.4,Aroma Imports,165,Crema,Commercial Espresso Machines
5193,Cafe S-200 Semi-Automatic,App Connectivity,Silver,Pune,03-04-2023,5,5286.65,BeanWorld India,266,Cafe,Commercial Coffee Makers
5194,Crema Café,App Connectivity,Green,Mumbai,24-01-2023,14,44202.12,BrewSupply Pvt Ltd,490,Crema,At Home Espresso Machines
5195,Precision Brew 100,Auto-Brew,Green,Bangalore,24-12-2024,10,33635.38,Contoso Distributors,325,Precision Brew,Commercial Espresso Machines
5196,Cafe A-100 Automatic,App Connectivity,Red,delhi,14-02-2025,1,40592.79,Aroma Imports,484,Cafe,At Home Espresso Machines
5197,QuickPot,Auto-Brew,Green,Delhi,25-02-2025,5,5470.63,Contoso Distributors,336,QuickPot,Commercial Coffee Makers
5198,Cafe A-100 Automatic,App Connectivity,Green,DELHI,14-10-2024,-5,28219.43,BrewSupply Pvt Ltd,166,Cafe,Commercial Espresso Machines
5199,QuickPot,Auto-Brew,Silver,Bangalore,20-10-2025,2,35738.07,CoffeeTech Supplies,335,QuickPot,At Home Coffee Makers
5200,Crema Café,App Connectivity,Green,delhi,18-04-2024,12,33016.04,,376,Crema,At Home Espresso Machines
5201,Crema Café,App Connectivity,Black,DELHI,30-11-2024,2,33443.25,CoffeeTech Supplies,257,Crema,Commercial Espresso Machines
5202,Travel Brew 100,Auto-Brew,Green,DELHI,03-03-2023,14,37844.38,Aroma Imports,207,Travel Brew,Commercial Coffee Makers
5203,Cafe A-100 Automatic,App Connectivity,Green,delhi,04-08-2023,18,33413.08,BrewSupply Pvt Ltd,159,Cafe,Commercial Coffee Makers
5204,Cafe A-100 Automatic,App Connectivity,Red,Hyderabad,02-10-2023,2,5849.39,CoffeeTech Supplies,419,Cafe,At Home Coffee Makers
5205,Barista Lite,App Connectivity,Black,Bangalore,18-03-2023,19,49073.92,,67,Barista,Commercial Espresso Machines
5206,Precision Brew 100,Auto-Brew,Blue,DELHI,05-07-2023,16,32474.85,Contoso Distributors,315,Precision Brew,Commercial Espresso Machines
5207,AutoDrip,Auto-Brew,Silver,Hyderabad,11-12-2023,5,46623.01,,171,AutoDrip,Commercial Espresso Machines
5208,AutoDrip,Auto-Brew,Red,Hyderabad,28-02-2025,5,9337.19,Contoso Distributors,429,AutoDrip,At Home Espresso Machines
5209,Travel Brew 100,Auto-Brew,Green,Bangalore,22-06-2023,13,24835.01,Contoso Distributors,30,Travel Brew,At Home Espresso Machines
5210,Airpot XL,Auto-Brew,Silver,Bangalore,21-06-2023,3,46737.88,BrewSupply Pvt Ltd,10,Airpot,At Home Espresso Machines
5211,QuickPot,Auto-Brew,Black,Hyderabad,11-10-2024,-5,29310.77,BrewSupply Pvt Ltd,64,QuickPot,At Home Coffee Makers
5212,Airpot XL,Auto-Brew,Green,Hyderabad,05-10-2024,-4,39688.86,Aroma Imports,106,Airpot,Commercial Espresso Machines
5213,Precision Brew 100,Auto-Brew,Silver,DELHI,19-06-2025,1,32750.43,,156,Precision Brew,At Home Espresso Machines
5214,Precision Brew 100,Auto-Brew,White,Pune,20-09-2023,-3,31354.98,,259,Precision Brew,At Home Espresso Machines
5215,Smart Brew 300,Auto-Brew,Red,DELHI,03-12-2024,16,9193.88,BeanWorld India,192,Smart Brew,At Home Coffee Makers
5216,AutoDrip,Auto-Brew,Silver,Delhi,27-07-2024,-5,8038.24,BrewSupply Pvt Ltd,121,AutoDrip,At Home Coffee Makers
5217,QuickPot,Auto-Brew,Blue,delhi,31-08-2024,-2,39943.47,BeanWorld India,460,QuickPot,Commercial Espresso Machines
5218,Precision Brew 100,Auto-Brew,Silver,Mumbai,09-07-2024,-3,10327.75,Contoso Distributors,31,Precision Brew,At Home Espresso Machines
5219,Cafe A-100 Automatic,App Connectivity,Black,Bangalore,11-01-2024,12,26065.74,BrewSupply Pvt Ltd,181,Cafe,At Home Coffee Makers
5220,Travel Brew 100,Auto-Brew,Red,delhi,28-07-2025,17,24085.1,,33,Travel Brew,Commercial Espresso Machines
5221,Crema Café,App Connectivity,Silver,DELHI,16-08-2023,16,20900.44,BrewSupply Pvt Ltd,198,Crema,Commercial Espresso Machines
5222,Smart Brew 300,Auto-Brew,Red,Mumbai,25-02-2023,5,19144.81,Aroma Imports,359,Smart Brew,Commercial Coffee Makers
5223,Smart Brew 300,Auto-Brew,White,Pune,27-11-2024,3,20466.63,CoffeeTech Supplies,177,Smart Brew,Commercial Espresso Machines
5224,Precision Brew 100,Auto-Brew,Red,Bangalore,25-12-2023,19,35485.83,BeanWorld India,200,Precision Brew,Commercial Espresso Machines
5225,Crema Café,App Connectivity,Red,Delhi,21-03-2024,-2,37774.83,Aroma Imports,253,Crema,At Home Coffee Makers
5226,AutoDrip,Auto-Brew,Blue,delhi,16-03-2024,-1,24777.61,CoffeeTech Supplies,415,AutoDrip,Commercial Coffee Makers
5227,QuickPot,Auto-Brew,White,Pune,04-07-2025,6,36443.29,BrewSupply Pvt Ltd,362,QuickPot,Commercial Coffee Makers
5228,Travel Brew 100,Auto-Brew,Silver,Hyderabad,01-06-2024,-2,25466.54,BeanWorld India,433,Travel Brew,Commercial Espresso Machines
5229,Airpot XL,Auto-Brew,Green,Bangalore,14-12-2025,0,28353.87,BeanWorld India,313,Airpot,Commercial Espresso Machines
5230,AutoDrip,Auto-Brew,Black,Hyderabad,17-09-2024,20,42227.37,BeanWorld India,2,AutoDrip,At Home Coffee Makers
5231,Cafe A-100 Automatic,App Connectivity,Black,DELHI,05-10-2024,5,22258.25,Contoso Distributors,248,Cafe,Commercial Coffee Makers
5232,Barista Lite,App Connectivity,Blue,delhi,18-02-2024,-2,47955.31,BeanWorld India,487,Barista,Commercial Coffee Makers
5233,Cafe A-100 Automatic,App Connectivity,Silver,DELHI,26-05-2024,6,39125.23,BeanWorld India,223,Cafe,At Home Coffee Makers
5234,Barista Lite,App Connectivity,White,delhi,20-02-2025,3,30258.3,,298,Barista,Commercial Espresso Machines
5235,Cafe A-100 Automatic,App Connectivity,Silver,Bangalore,17-11-2023,1,42473.3,BrewSupply Pvt Ltd,66,Cafe,Commercial Espresso Machines
5236,Airpot XL,Auto-Brew,Green,Pune,10-11-2024,18,46435.26,BeanWorld India,315,Airpot,Commercial Coffee Makers
5237,Precision Brew 100,Auto-Brew,Green,Mumbai,26-03-2023,1,9070.59,BeanWorld India,359,Precision Brew,At Home Espresso Machines
5238,Barista Lite,App Connectivity,Black,Mumbai,24-07-2025,9,10921.02,CoffeeTech Supplies,59,Barista,Commercial Espresso Machines
5239,AutoDrip,Auto-Brew,Silver,delhi,09-06-2024,1,25957.92,CoffeeTech Supplies,355,AutoDrip,At Home Coffee Makers
5240,Cafe S-200 Semi-Automatic,App Connectivity,Red,Mumbai,07-03-2025,2,30458.43,BrewSupply Pvt Ltd,1,Cafe,At Home Espresso Machines
5241,Airpot XL,Auto-Brew,Red,DELHI,24-06-2023,4,39773.87,CoffeeTech Supplies,211,Airpot,At Home Coffee Makers
5242,Precision Brew 100,Auto-Brew,White,Bangalore,10-08-2023,3,42974.23,CoffeeTech Supplies,8,Precision Brew,At Home Coffee Makers
5243,Barista Lite,App Connectivity,Black,Delhi,05-07-2025,4,32371.54,,407,Barista,Commercial Coffee Makers
5244,Cafe A-100 Automatic,App Connectivity,White,Mumbai,05-11-2023,16,37909.49,BrewSupply Pvt Ltd,279,Cafe,At Home Coffee Makers
5245,Barista Lite,App Connectivity,Blue,Mumbai,31-03-2025,10,18086.03,BrewSupply Pvt Ltd,489,Barista,At Home Coffee Makers
5246,Barista Lite,App Connectivity,Black,Mumbai,12-11-2025,-5,47712.16,BrewSupply Pvt Ltd,210,Barista,At Home Espresso Machines
5247,Cafe S-200 Semi-Automatic,App Connectivity,Silver,DELHI,03-10-2024,2,36769.15,Contoso Distributors,428,Cafe,Commercial Coffee Makers
5248,AutoDrip,Auto-Brew,White,Pune,28-02-2023,5,33305.52,BrewSupply Pvt Ltd,267,AutoDrip,At Home Coffee Makers
5249,Cafe S-200 Semi-Automatic,App Connectivity,Silver,delhi,29-12-2023,4,19986.67,BeanWorld India,226,Cafe,Commercial Coffee Makers
5250,Cafe S-200 Semi-Automatic,App Connectivity,Red,Mumbai,10-06-2023,3,39187.8,Aroma Imports,97,Cafe,Commercial Espresso Machines
5251,Cafe S-200 Semi-Automatic,App Connectivity,Blue,Pune,09-01-2023,-2,37823.59,BeanWorld India,48,Cafe,Commercial Coffee Makers
5252,Cafe A-100 Automatic,App Connectivity,Black,Bangalore,07-07-2023,-1,7321.27,Contoso Distributors,309,Cafe,At Home Coffee Makers
5253,Airpot XL,Auto-Brew,Silver,Mumbai,16-01-2024,6,9486.86,BeanWorld India,0,Airpot,Commercial Coffee Makers
5254,Smart Brew 300,Auto-Brew,Red,Hyderabad,10-10-2024,-3,44999.09,Contoso Distributors,463,Smart Brew,At Home Espresso Machines
5255,AutoDrip,Auto-Brew,Black,delhi,25-01-2023,17,21708.28,Aroma Imports,237,AutoDrip,Commercial Coffee Makers
5256,Crema Café,App Connectivity,Red,Hyderabad,21-12-2024,-1,26764.4,BeanWorld India,474,Crema,Commercial Espresso Machines
5257,Cafe A-100 Automatic,App Connectivity,Green,delhi,11-03-2024,2,36791.43,Aroma Imports,28,Cafe,At Home Espresso Machines
5258,Barista Lite,App Connectivity,Black,Bangalore,02-03-2025,15,41585.02,BeanWorld India,125,Barista,At Home Espresso Machines
5259,Cafe A-100 Automatic,App Connectivity,Black,Delhi,23-10-2023,-3,13731.63,Contoso Distributors,59,Cafe,Commercial Coffee Makers
5260,Smart Brew 300,Auto-Brew,Silver,Mumbai,03-07-2024,12,20438.16,BeanWorld India,77,Smart Brew,Commercial Espresso Machines
5261,Airpot XL,Auto-Brew,Silver,Delhi,17-01-2025,1,37790.46,,379,Airpot,Commercial Espresso Machines
5262,Barista Lite,App Connectivity,Silver,delhi,19-04-2025,2,24005.94,CoffeeTech Supplies,57,Barista,Commercial Coffee Makers
5263,Airpot XL,Auto-Brew,Green,DELHI,01-09-2025,10,39807.31,Contoso Distributors,129,Airpot,Commercial Espresso Machines
5264,Precision Brew 100,Auto-Brew,Black,Pune,07-07-2025,2,31080.76,CoffeeTech Supplies,447,Precision Brew,At Home Espresso Machines
5265,Airpot XL,Auto-Brew,White,DELHI,10-05-2025,5,41511.86,CoffeeTech Supplies,134,Airpot,At Home Coffee Makers
5266,Barista Lite,App Connectivity,Black,DELHI,16-04-2025,3,28243.96,BrewSupply Pvt Ltd,397,Barista,Commercial Espresso Machines
5267,Travel Brew 100,Auto-Brew,Silver,delhi,12-07-2024,6,47221.07,BeanWorld India,97,Travel Brew,Commercial Espresso Machines
5268,Cafe S-200 Semi-Automatic,App Connectivity,Blue,Mumbai,20-08-2023,14,42675.53,CoffeeTech Supplies,176,Cafe,At Home Coffee Makers
5269,Smart Brew 300,Auto-Brew,Green,Pune,18-08-2024,-1,37305.62,BrewSupply Pvt Ltd,299,Smart Brew,At Home Coffee Makers
5270,Barista Lite,App Connectivity,Blue,DELHI,10-08-2025,17,23862.5,Aroma Imports,19,Barista,At Home Espresso Machines
5271,AutoDrip,Auto-Brew,White,Pune,09-11-2023,-3,20860.3,CoffeeTech Supplies,49,AutoDrip,Commercial Coffee Makers
5272,Cafe A-100 Automatic,App Connectivity,White,Delhi,10-07-2024,20,27265.43,BrewSupply Pvt Ltd,229,Cafe,At Home Espresso Machines
5273,AutoDrip,Auto-Brew,White,DELHI,07-06-2025,4,5524.81,Aroma Imports,155,AutoDrip,At Home Espresso Machines
5274,Smart Brew 300,Auto-Brew,Black,Hyderabad,29-08-2023,17,18083.59,BrewSupply Pvt Ltd,433,Smart Brew,At Home Coffee Makers
5275,AutoDrip,Auto-Brew,Silver,Mumbai,10-03-2023,-5,47024.81,BeanWorld India,87,AutoDrip,At Home Coffee Makers
5276,Airpot XL,Auto-Brew,Green,Bangalore,31-05-2024,-5,20448.98,,439,Airpot,Commercial Coffee Makers
5277,Crema Café,App Connectivity,Green,delhi,12-09-2024,7,6408.41,,214,Crema,At Home Coffee Makers
5278,Travel Brew 100,Auto-Brew,Red,Pune,22-06-2023,-3,48742.12,Aroma Imports,477,Travel Brew,Commercial Espresso Machines
5279,Crema Café,App Connectivity,Red,Mumbai,16-06-2024,11,9842.0,BeanWorld India,154,Crema,Commercial Espresso Machines
5280,Crema Café,App Connectivity,Green,Hyderabad,06-06-2024,-2,30891.34,CoffeeTech Supplies,431,Crema,At Home Espresso Machines
5281,Crema Café,App Connectivity,Silver,delhi,27-08-2023,1,10395.06,CoffeeTech Supplies,22,Crema,Commercial Espresso Machines
5282,Cafe A-100 Automatic,App Connectivity,Blue,DELHI,18-01-2025,12,5736.97,,137,Cafe,Commercial Coffee Makers
5283,QuickPot,Auto-Brew,White,Bangalore,12-07-2024,19,25231.93,Contoso Distributors,445,QuickPot,At Home Coffee Makers
5284,Barista Lite,App Connectivity,Green,Bangalore,03-06-2023,7,38948.99,Contoso Distributors,420,Barista,At Home Espresso Machines
5285,QuickPot,Auto-Brew,White,Bangalore,19-09-2024,6,39529.14,BeanWorld India,282,QuickPot,At Home Espresso Machines
5286,Travel Brew 100,Auto-Brew,Red,Bangalore,19-06-2024,20,6864.53,,134,Travel Brew,At Home Coffee Makers
5287,AutoDrip,Auto-Brew,Black,Hyderabad,08-05-2023,-2,24342.49,BrewSupply Pvt Ltd,309,AutoDrip,At Home Coffee Makers
5288,Travel Brew 100,Auto-Brew,Green,Hyderabad,21-01-2024,4,5803.67,BeanWorld India,457,Travel Brew,Commercial Espresso Machines
5289,AutoDrip,Auto-Brew,Green,DELHI,14-03-2023,15,37762.89,BrewSupply Pvt Ltd,356,AutoDrip,Commercial Espresso Machines
5290,Barista Lite,App Connectivity,Blue,Mumbai,24-09-2024,15,30944.51,BrewSupply Pvt Ltd,385,Barista,Commercial Coffee Makers
5291,Airpot XL,Auto-Brew,Silver,Bangalore,12-08-2024,19,35735.15,,366,Airpot,Commercial Coffee Makers
5292,Airpot XL,Auto-Brew,Red,Mumbai,06-11-2023,2,16881.06,CoffeeTech Supplies,205,Airpot,Commercial Espresso Machines
5293,Cafe A-100 Automatic,App Connectivity,Green,Bangalore,29-11-2024,5,14279.53,Aroma Imports,123,Cafe,At Home Espresso Machines
5294,Precision Brew 100,Auto-Brew,Black,Hyderabad,28-03-2023,-5,7783.0,Contoso Distributors,287,Precision Brew,At Home Espresso Machines
5295,QuickPot,Auto-Brew,Red,Mumbai,27-12-2023,-1,42283.0,Contoso Distributors,386,QuickPot,At Home Coffee Makers
5296,QuickPot,Auto-Brew,Black,DELHI,22-05-2024,5,13750.03,CoffeeTech Supplies,428,QuickPot,Commercial Espresso Machines
5297,Barista Lite,App Connectivity,Red,delhi,16-12-2023,17,43072.68,Contoso Distributors,485,Barista,Commercial Coffee Makers
5298,Crema Café,App Connectivity,Blue,DELHI,09-03-2025,3,42744.87,Aroma Imports,202,Crema,Commercial Espresso Machines
5299,Crema Café,App Connectivity,White,delhi,08-06-2023,-3,44317.41,Contoso Distributors,14,Crema,Commercial Coffee Makers
5300,Cafe S-200 Semi-Automatic,App Connectivity,Blue,Hyderabad,30-01-2025,2,12151.85,BeanWorld India,373,Cafe,Commercial Coffee Makers
5301,Crema Café,App Connectivity,Green,Pune,26-09-2024,11,17808.73,,437,Crema,At Home Espresso Machines
5302,Cafe A-100 Automatic,App Connectivity,Green,DELHI,29-08-2024,14,46797.83,Aroma Imports,437,Cafe,At Home Coffee Makers
5303,Travel Brew 100,Auto-Brew,Silver,DELHI,06-03-2025,19,23632.43,CoffeeTech Supplies,191,Travel Brew,Commercial Espresso Machines
5304,QuickPot,Auto-Brew,Green,Delhi,02-04-2024,2,35706.95,Aroma Imports,28,QuickPot,Commercial Espresso Machines
5305,Cafe S-200 Semi-Automatic,App Connectivity,Green,Mumbai,24-10-2024,3,40051.97,Aroma Imports,389,Cafe,At Home Espresso Machines
5306,Precision Brew 100,Auto-Brew,Blue,DELHI,06-12-2025,13,12314.13,BeanWorld India,42,Precision Brew,At Home Coffee Makers
5307,AutoDrip,Auto-Brew,Silver,Hyderabad,22-08-2023,6,17189.72,,255,AutoDrip,At Home Espresso Machines
5308,Barista Lite,App Connectivity,Red,Hyderabad,19-09-2025,8,46093.02,,133,Barista,At Home Coffee Makers
5309,Travel Brew 100,Auto-Brew,Black,Bangalore,06-10-2023,8,29054.67,,145,Travel Brew,At Home Espresso Machines
5310,Cafe A-100 Automatic,App Connectivity,Red,Mumbai,12-12-2024,5,14921.63,Aroma Imports,9,Cafe,At Home Coffee Makers
5311,QuickPot,Auto-Brew,White,Bangalore,16-10-2025,0,40250.19,,55,QuickPot,Commercial Coffee Makers
5312,Airpot XL,Auto-Brew,White,Delhi,19-03-2025,19,15447.96,Aroma Imports,54,Airpot,Commercial Coffee Makers
5313,Cafe S-200 Semi-Automatic,App Connectivity,Green,Pune,11-03-2025,19,13961.27,Contoso Distributors,443,Cafe,Commercial Coffee Makers
5314,QuickPot,Auto-Brew,White,delhi,26-07-2023,-5,42104.59,CoffeeTech Supplies,391,QuickPot,Commercial Coffee Makers
5315,Barista Lite,App Connectivity,Green,Mumbai,08-02-2025,19,15281.36,BrewSupply Pvt Ltd,83,Barista,Commercial Espresso Machines
5316,Cafe S-200 Semi-Automatic,App Connectivity,Red,Pune,27-10-2025,2,28793.04,,214,Cafe,At Home Coffee Makers
5317,Cafe A-100 Automatic,App Connectivity,Green,Hyderabad,14-02-2024,18,6938.09,CoffeeTech Supplies,291,Cafe,At Home Coffee Makers
5318,Cafe A-100 Automatic,App Connectivity,Black,DELHI,28-10-2025,3,26950.66,Aroma Imports,490,Cafe,Commercial Coffee Makers
5319,Smart Brew 300,Auto-Brew,White,Hyderabad,11-04-2024,1,35818.67,Aroma Imports,346,Smart Brew,At Home Coffee Makers
5320,QuickPot,Auto-Brew,White,Delhi,17-05-2025,5,39670.52,,176,QuickPot,At Home Coffee Makers
5321,QuickPot,Auto-Brew,Black,Pune,19-02-2023,12,16724.37,,77,QuickPot,At Home Espresso Machines
5322,Smart Brew 300,Auto-Brew,White,delhi,25-12-2025,19,20702.83,BeanWorld India,54,Smart Brew,Commercial Coffee Makers
5323,Crema Café,App Connectivity,Green,Pune,29-06-2023,1,16857.77,BeanWorld India,189,Crema,Commercial Coffee Makers
5324,QuickPot,Auto-Brew,Red,Hyderabad,09-10-2023,13,30601.76,BrewSupply Pvt Ltd,359,QuickPot,Commercial Coffee Makers
5325,Airpot XL,Auto-Brew,Red,Delhi,03-10-2025,1,49239.96,BeanWorld India,455,Airpot,Commercial Espresso Machines
5326,Travel Brew 100,Auto-Brew,White,DELHI,07-04-2024,16,41108.61,,50,Travel Brew,Commercial Espresso Machines
5327,Barista Lite,App Connectivity,White,Mumbai,17-08-2025,3,12431.31,BeanWorld India,63,Barista,At Home Espresso Machines
5328,Precision Brew 100,Auto-Brew,White,DELHI,20-06-2024,3,11411.44,Contoso Distributors,7,Precision Brew,Commercial Espresso Machines
5329,Crema Café,App Connectivity,Silver,Pune,09-11-2025,3,25151.4,Aroma Imports,82,Crema,Commercial Espresso Machines
5330,Precision Brew 100,Auto-Brew,Blue,Delhi,04-09-2025,3,24469.76,BrewSupply Pvt Ltd,316,Precision Brew,Commercial Coffee Makers
5331,Barista Lite,App Connectivity,Black,DELHI,01-04-2023,10,30129.42,CoffeeTech Supplies,494,Barista,At Home Espresso Machines
5332,Travel Brew 100,Auto-Brew,White,Bangalore,17-05-2023,-3,27879.94,CoffeeTech Supplies,195,Travel Brew,Commercial Coffee Makers
5333,Smart Brew 300,Auto-Brew,White,Delhi,23-08-2023,1,32663.23,CoffeeTech Supplies,443,Smart Brew,Commercial Coffee Makers
5334,Travel Brew 100,Auto-Brew,Black,Delhi,20-04-2023,15,43096.2,BrewSupply Pvt Ltd,111,Travel Brew,Commercial Coffee Makers
5335,Smart Brew 300,Auto-Brew,Blue,delhi,16-04-2024,0,44286.84,,256,Smart Brew,Commercial Coffee Makers
5336,Crema Café,App Connectivity,Black,Mumbai,15-08-2025,11,27303.63,Contoso Distributors,207,Crema,At Home Espresso Machines
5337,Airpot XL,Auto-Brew,Silver,Delhi,11-04-2023,1,34448.49,,33,Airpot,Commercial Coffee Makers
5338,QuickPot,Auto-Brew,Red,Pune,10-05-2024,-2,13466.89,Contoso Distributors,397,QuickPot,Commercial Espresso Machines
5339,Cafe S-200 Semi-Automatic,App Connectivity,Black,Pune,14-05-2023,3,43977.81,,123,Cafe,At Home Espresso Machines
5340,Barista Lite,App Connectivity,Red,Delhi,14-08-2023,5,37812.92,CoffeeTech Supplies,197,Barista,At Home Espresso Machines
5341,Cafe A-100 Automatic,App Connectivity,Red,Bangalore,16-08-2024,4,35203.25,BeanWorld India,308,Cafe,Commercial Coffee Makers
5342,Smart Brew 300,Auto-Brew,Silver,Hyderabad,16-02-2025,0,16235.34,Aroma Imports,325,Smart Brew,At Home Espresso Machines
5343,QuickPot,Auto-Brew,Silver,Mumbai,12-01-2025,0,8172.98,Contoso Distributors,80,QuickPot,Commercial Coffee Makers
5344,AutoDrip,Auto-Brew,Blue,Hyderabad,23-08-2023,-5,13676.8,BrewSupply Pvt Ltd,256,AutoDrip,Commercial Espresso Machines
